row=96 col=76
71	65	52	32	23	95	99	77	68	12	1	28	20	39	60	5	80	84	49	16	45	85	18	81	66	55	13	88	36	33	22	89	63	69	54	73	16	43	26	89	73	33	34	2	97	57	76	78	95	88	72	23	85	69	48	85	72	10	33	83	97	26	60	48	57	13	12	58	18	80	7	36	57	35	6	48	
77	85	94	45	29	6	46	33	67	36	89	69	45	69	67	2	28	56	47	4	45	55	90	22	39	11	25	87	39	74	14	76	37	2	5	20	29	14	10	61	81	88	49	47	42	7	37	33	32	79	7	77	12	87	50	53	90	3	67	12	73	54	78	94	5	9	79	19	6	94	22	22	89	97	3	79	
69	82	87	54	4	78	43	20	60	84	18	57	68	33	8	5	63	61	17	64	19	17	96	11	100	33	79	52	84	90	97	9	38	51	12	59	38	11	49	81	23	74	14	72	92	74	49	6	12	42	79	24	71	28	79	1	24	37	94	53	43	15	3	55	64	96	23	70	19	76	25	95	17	21	35	52	
93	28	99	97	57	59	33	100	87	3	68	94	25	1	61	84	24	66	74	9	68	45	69	12	1	68	98	39	69	71	10	84	96	30	34	37	18	83	91	63	11	40	33	70	69	40	74	41	16	72	93	74	16	10	28	73	13	68	20	42	22	4	65	85	43	38	19	98	38	24	36	66	95	37	98	35	
20	29	2	95	70	46	78	50	8	59	14	56	2	81	93	78	12	49	26	75	43	76	86	21	63	2	90	49	39	33	85	55	15	98	87	3	90	61	98	55	40	20	6	66	64	24	50	52	78	34	92	93	68	70	82	15	23	80	26	96	19	81	2	32	8	41	67	5	38	54	14	14	70	0	77	44	
79	30	28	36	24	76	81	15	54	23	69	4	4	80	96	84	8	62	47	83	8	38	36	68	7	68	26	84	64	52	2	71	99	86	50	33	32	85	45	21	94	88	57	43	22	73	11	63	93	36	65	33	78	13	15	36	78	10	23	42	61	60	20	23	81	38	100	36	67	99	55	57	82	71	9	15	
58	9	32	36	54	79	69	93	81	85	88	27	24	14	26	23	49	100	80	18	86	33	58	69	18	35	29	91	41	50	41	74	13	44	6	64	9	95	83	59	25	21	27	46	29	15	31	63	33	3	10	84	3	92	20	44	60	43	5	33	3	32	32	30	50	24	90	81	83	7	96	64	30	94	13	5	
2	4	58	50	35	98	28	20	7	48	51	83	67	100	21	47	68	100	76	94	94	28	65	42	71	89	34	87	95	82	42	36	75	24	58	44	28	35	84	86	67	93	16	37	96	9	16	77	13	54	72	27	22	26	82	4	90	95	89	5	96	77	45	21	55	80	44	20	99	97	7	76	79	16	38	0	
70	58	48	93	11	62	60	15	87	95	1	74	37	100	76	2	22	82	47	34	57	55	43	94	23	58	53	90	34	45	86	8	89	5	73	22	91	99	50	40	56	96	88	12	97	68	0	12	95	84	97	80	76	69	38	33	30	80	53	20	22	62	56	5	12	12	90	46	47	65	73	71	46	80	86	28	
64	67	29	73	6	83	72	39	45	72	70	3	7	16	64	59	70	80	51	34	98	70	59	46	18	100	75	86	21	36	6	98	29	34	31	32	50	56	16	71	98	87	33	84	84	27	33	16	45	67	82	39	92	18	28	12	12	98	7	9	6	4	77	0	54	19	55	71	88	96	92	51	66	29	47	79	
95	75	1	68	14	1	70	70	41	20	21	96	11	26	53	26	20	89	33	22	69	79	33	84	53	22	59	37	87	56	91	9	55	10	17	64	39	76	51	31	6	8	51	76	41	92	61	22	90	9	66	56	73	47	95	81	96	91	86	32	98	51	14	54	20	4	7	56	80	6	59	87	51	73	82	27	
39	0	24	33	99	30	15	6	71	12	23	60	37	34	50	34	65	68	86	66	79	43	11	76	60	48	7	60	50	82	90	1	71	40	16	65	77	53	99	53	96	47	86	26	62	17	42	91	8	92	77	52	47	5	15	25	85	18	87	90	81	27	5	11	67	92	5	38	46	61	72	95	98	37	39	22	
